,Source,Destination,Class
2860,174,5350,0
2861,3198,6118,0
2862,1553,2547,0
2863,2009,807,0
2864,5768,5091,0
2865,5797,4046,0
2866,4861,5312,0
2867,3902,637,0
2868,1689,6135,0
2869,6533,1334,0
2870,4962,3773,0
2871,3946,5087,0
2872,4144,5104,0
2873,5068,4919,0
2874,7021,4732,0
2875,7072,4748,0
2876,6556,275,0
2877,5519,6862,0
2878,6091,3268,0
2879,383,7093,0
2880,5742,3450,0
2881,1766,1042,0
2882,1535,932,0
2883,6034,7080,0
2884,4076,2859,0
2885,3401,2838,0
2886,6448,5591,0
2887,5369,4597,0
2888,2049,6637,0
2889,1327,6964,0
2890,1380,6801,0
2891,5825,6475,0
2892,4913,362,0
2893,6750,4799,0
2894,3638,1414,0
2895,823,5283,0
2896,5523,1047,0
2897,3715,5776,0
2898,6368,304,0
2899,6359,6033,0
2900,3323,2026,0
2901,367,3533,0
2902,5987,1542,0
2903,275,506,0
2904,4314,3342,0
2905,3925,3458,0
2906,5191,3323,0
2907,1911,4600,0
2908,5731,56,0
2909,1958,93,0
2910,6094,4090,0
2911,4400,1376,0
2912,3682,5910,0
2913,2444,6211,0
2914,2888,4124,0
2915,132,5355,0
2916,1545,2330,0
2917,3765,2769,0
2918,5104,1654,0
2919,2163,6035,0
2920,3042,6059,0
2921,3237,6563,0
2922,6136,3345,0
2923,2586,1427,0
2924,441,1446,0
2925,3499,4796,0
2926,6865,7022,0
2927,372,3935,0
2928,2257,5312,0
2929,4254,4253,0
2930,1912,6024,0
2931,5089,5856,0
2932,1327,5753,0
2933,2225,2257,0
2934,370,4399,0
2935,5541,176,0
2936,6511,1464,0
2937,1821,1728,0
2938,5312,878,0
2939,855,6768,0
2940,1411,4021,0
2941,652,1219,0
2942,6127,4552,0
2943,3895,1867,0
2944,4968,2949,0
2945,3042,4235,0
2946,4469,4196,0
2947,5256,3886,0
2948,6210,4016,0
2949,1557,6397,0
2950,2524,6244,0
2951,6581,1334,0
2952,5686,93,0
2953,469,3379,0
2954,3822,2362,0
2955,1257,5690,0
2956,6402,958,0
2957,6202,568,0
2958,6339,1836,0
2959,6480,1924,0
2960,2987,2838,0
2961,5283,2991,0
2962,2284,675,0
2963,2484,2064,0
2964,4367,3378,0
2965,6135,1655,0
2966,4370,173,0
2967,2323,5913,0
2968,5186,5910,0
2969,5912,5047,0
2970,6737,3397,0
2971,5400,4251,0
2972,4418,5120,0
2973,5753,5100,0
2974,5895,6178,0
2975,4887,3243,0
2976,366,4949,0
2977,6556,844,0
2978,120,5730,0
2979,2125,3973,0
2980,5913,5556,0
2981,1198,4675,0
2982,7060,244,0
2983,4884,1446,0
2984,6211,3520,0
2985,4639,3902,0
2986,4249,6190,0
2987,5466,6890,0
2988,4400,1568,0
2989,779,5591,0
2990,5628,2732,0
2991,3320,6649,0
2992,6878,6404,0
2993,475,368,0
2994,857,4968,0
2995,6910,3868,0
2996,141,3204,0
2997,2114,6691,0
2998,3973,2759,0
2999,637,2225,0
3000,6482,4798,0
3001,6865,1923,0
3002,6801,1219,0
3003,3354,383,0
3004,3869,3371,0
3005,899,6101,0
3006,1731,3939,0
3007,6755,3492,0
3008,343,6404,0
3009,1508,5969,0
3010,6136,3138,0
3011,615,5766,0
3012,3069,6910,0
3013,3288,596,0
3014,4155,573,0
3015,2143,6750,0
3016,3558,4143,0
3017,2669,345,0
3018,1673,3784,0
3019,4597,1728,0
3020,5931,5591,0
3021,2175,6831,0
3022,3388,1655,0
3023,3935,5842,0
3024,2759,3275,0
3025,2106,380,0
3026,1044,6581,0
3027,570,4028,0
3028,568,1996,0
3029,3396,6870,0
3030,4137,1131,0
3031,6783,5987,0
3032,4870,5624,0
3033,6810,2873,0
3034,4143,1483,0
3035,529,2967,0
3036,6130,3925,0
3037,5224,4974,0
3038,6741,3320,0
3039,4518,3942,0
3040,6621,5803,0
3041,6436,3840,0
3042,739,5408,0
3043,906,2661,0
3044,3638,2202,0
3045,5686,2466,0
3046,4675,941,0
3047,2323,2669,0
3048,6327,718,0
3049,6056,2509,0
3050,153,807,0
3051,2275,4968,0
3052,52,529,0
3053,6591,4702,0
3054,4799,3946,0
3055,5797,4201,0
3056,2451,4203,0
3057,4254,5842,0
3058,1163,6755,0
3059,93,1003,0
3060,4282,3268,0
3061,833,1327,0
3062,5530,513,0
3063,1574,948,0
3064,2125,2447,0
3065,2509,6190,0
3066,1080,2334,0
3067,3804,2533,0
3068,5312,3389,0
3069,4799,5350,0
3070,5987,6649,0
3071,2967,3840,0
3072,5747,2811,0
3073,6862,3388,0
3074,1488,6383,0
3075,529,5369,0
3076,3309,7021,0
3077,5710,2533,0
3078,6098,5108,0
3079,3309,1382,0
3080,5409,779,0
3081,4657,5214,0
3082,4539,3886,0
3083,3268,6491,0
3084,3685,793,0
3085,5766,5428,0
3086,1106,1557,0
3087,4150,5108,0
3088,1761,5591,0
3089,6139,638,0
3090,2044,153,0
3091,56,3297,0
3092,3618,2011,0
3093,4863,3682,0
3094,1380,1956,0
3095,6555,3504,0
3096,5766,5802,0
3097,6118,5789,0
3098,5530,5451,0
3099,2661,1042,0
3100,1163,877,0
3101,6136,877,0
3102,6227,5338,0
3103,1439,637,0
3104,3397,5439,0
3105,6415,1987,0
3106,1557,7093,0
3107,6081,1603,0
3108,7023,2352,0
3109,5523,3143,0
3110,153,6033,0
3111,244,1370,0
3112,5333,1162,0
3113,3065,2811,0
3114,258,1387,0
3115,5355,3354,0
3116,5047,6181,0
3117,6166,2848,0
3118,5485,3668,0
3119,132,570,0
3120,513,2605,0
3121,6714,6651,0
3122,2927,4621,0
3123,1124,793,0
3124,2163,6607,0
3125,1799,2163,0
3126,3120,5303,0
3127,2719,1050,0
3128,4974,489,0
3129,2423,3173,0
3130,2143,6019,0
3131,1050,4979,0
3132,1428,4630,0
3133,6979,6190,0
3134,3682,668,0
3135,3688,3566,0
3136,4884,345,0
3137,6421,6415,0
3138,4150,906,0
3139,5276,6359,0
3140,304,3894,0
3141,6227,7004,0
3142,2928,3838,0
3143,6216,844,0
3144,5460,4968,0
3145,675,1804,0
3146,958,5541,0
3147,1549,1930,0
3148,6556,3288,0
3149,4317,6094,0
3150,4702,2987,0
3151,2769,3050,0
3152,1198,6402,0
3153,7053,4028,0
3154,3047,4408,0
3155,863,1,0
3156,1661,6210,0
3157,1427,5530,0
3158,2509,5355,0
3159,3377,941,0
3160,4533,1508,0
3161,1126,1840,0
3162,3143,2019,0
3163,2845,2444,0
3164,5186,5131,0
3165,6042,4621,0
3166,3739,844,0
3167,5797,3969,0
3168,343,6339,0
3169,4400,1661,0
3170,2394,3343,0
3171,3204,245,0
3172,4913,704,0
3173,1238,5338,0
3174,526,6343,0
3175,2882,4418,0
3176,5494,6979,0
3177,2820,3886,0
3178,2011,5554,0
3179,1464,3533,0
3180,6917,351,0
3181,6490,2968,0
3182,4681,1370,0
3183,6490,5749,0
3184,6024,2447,0
3185,3309,1407,0
3186,1334,280,0
3187,5825,1124,0
3188,4949,4669,0
3189,824,180,0
3190,6166,6556,0
3191,245,3591,0
3192,244,5611,0
3193,2507,3388,0
3194,2114,2614,0
3195,6676,972,0
3196,3765,6343,0
3197,958,1804,0
3198,5957,3728,0
3199,2967,3345,0
3200,4624,3248,0
3201,5409,362,0
3202,4196,1912,0
3203,4884,1812,0
3204,5466,4124,0
3205,6210,6778,0
3206,7057,3354,0
3207,3894,4137,0
3208,4444,1984,0
3209,6878,1446,0
3210,6890,6211,0
3211,1483,986,0
3212,6931,3765,0
3213,5987,6402,0
3214,5571,3725,0
3215,844,1286,0
3216,5784,1334,0
3217,1645,6783,0
3218,5550,5104,0
3219,176,6227,0
3220,1752,5818,0
3221,5981,4356,0
3222,5789,52,0
3223,6258,489,0
3224,1184,6035,0
3225,5338,5333,0
3226,4219,1674,0
3227,3844,5403,0
3228,6590,3204,0
3229,6661,5509,0
3230,5802,4533,0
3231,1050,4065,0
3232,1283,675,0
3233,2811,2125,0
3234,3440,6135,0
3235,5143,2044,0
3236,5369,4913,0
3237,6343,3845,0
3238,5918,2987,0
3239,195,1911,0
3240,5556,4847,0
3241,5007,5529,0
3242,5215,5934,0
3243,932,4164,0
3244,3173,1804,0
3245,2378,6166,0
3246,6211,4976,0
3247,3553,1238,0
3248,1399,4539,0
3249,2719,466,0
3250,4659,3485,0
3251,469,195,0
3252,4615,5209,0
3253,6310,1042,0
3254,5439,1529,0
3255,2623,5749,0
3256,5921,1003,0
3257,1904,1495,0
3258,5186,5419,0
3259,3354,2904,0
3260,6448,704,0
3261,4203,4957,0
3262,1050,5979,0
3263,1601,6979,0
3264,6809,3396,0
3265,2114,5572,0
3266,4274,3499,0
3267,906,792,0
3268,2991,56,0
3269,4030,5628,0
3270,3939,5675,0
3271,932,3275,0
3272,3694,3263,0
3273,2252,2669,0
3274,3407,4016,0
3275,5298,4282,0
3276,948,2514,0
3277,441,4004,0
3278,4341,986,0
3279,446,3297,0
3280,2009,5387,0
3281,5312,392,0
3282,4709,6397,0
3283,1731,4337,0
3284,3618,4923,0
3285,2997,5965,0
3286,5187,5191,0
3287,4533,3173,0
3288,971,2323,0
3289,5749,6258,0
3290,5766,5387,0
3291,3379,428,0
3292,5592,3084,0
3293,4718,3354,0
3294,1110,2439,0
3295,4016,2685,0
3296,3868,2262,0
3297,3925,5315,0
3298,5523,7060,0
3299,4979,5749,0
3300,7050,3256,0
3301,3219,1803,0
3302,2059,3241,0
3303,1731,3440,0
3304,466,2323,0
3305,2533,4675,0
3306,3407,388,0
3307,3747,1956,0
3308,5987,966,0
3309,6726,4709,0
3310,5856,3905,0
3311,1414,952,0
3312,4203,1519,0
3313,788,6404,0
3314,778,2017,0
3315,2378,5234,0
3316,26,2125,0
3317,2759,6921,0
3318,5315,475,0
3319,5509,1977,0
3320,4251,3440,0
3321,6831,5197,0
3322,6804,7015,0
3323,2378,5403,0
3324,3558,3685,0
3325,4841,1385,0
3326,2315,6526,0
3327,3975,3939,0
3328,2534,4274,0
3329,2247,6563,0
3330,2617,2811,0
3331,3256,2968,0
3332,3688,1075,0
3333,3566,6210,0
3334,6491,1002,0
3335,5191,1840,0
3336,1689,1458,0
3337,4016,5467,0
3338,1821,5439,0
3339,2842,4315,0
3340,393,737,0
3341,6910,6091,0
3342,6491,1645,0
3343,6482,5759,0
3344,6563,1378,0
3345,2859,6533,0
3346,1286,3942,0
3347,3829,865,0
3348,974,6035,0
3349,4611,5912,0
3350,6223,4923,0
3351,3646,368,0
3352,6600,6199,0
3353,1193,3256,0
3354,5191,5073,0
3355,4484,2769,0
3356,6806,1165,0
3357,2168,3895,0
3358,1904,2247,0
3359,366,4552,0
3360,548,1603,0
3361,4065,5571,0
3362,3268,2248,0
3363,1428,2338,0
3364,4709,792,0
3365,3407,245,0
3366,5731,2114,0
3367,4796,1554,0
3368,6741,5556,0
3369,615,2381,0
3370,7091,1752,0
3371,1977,3288,0
3372,3117,1002,0
3373,3829,4748,0
3374,4962,5686,0
3375,5912,4418,0
3376,4399,1958,0
3377,3184,5131,0
3378,6108,6793,0
3379,343,1246,0
3380,737,2125,0
3381,5210,3485,0
3382,6804,5214,0
3383,4524,4326,0
3384,6806,3485,0
3385,3935,5120,0
3386,3305,2295,0
3387,2605,6459,0
3388,5950,3773,0
3389,2338,2004,0
3390,6061,3754,0
3391,4923,6804,0
3392,3160,2759,0
3393,6801,3397,0
3394,489,5396,0
3395,6755,6402,0
3396,3401,1165,0
3397,2661,6714,0
3398,6930,1458,0
3399,1041,3396,0
3400,5138,3939,0
3401,2507,1283,0
3402,5396,4582,0
3403,3256,1601,0
3404,6806,3237,0
3405,890,1645,0
3406,6244,3465,0
3407,4657,4630,0
3408,1376,1378,0
3409,26,1385,0
3410,6343,1869,0
3411,6475,23,0
3412,351,3894,0
3413,5409,4337,0
3414,366,807,0
3415,16,2617,0
3416,1161,3486,0
3417,5485,4137,0
3418,5784,3198,0
3419,6227,1042,0
3420,6581,5403,0
3421,3053,5494,0
3422,368,3905,0
3423,2004,4539,0
3424,2811,157,0
3425,2011,2044,0
3426,15,7098,0
3427,5378,6072,0
3428,4949,2177,0
3429,4868,5256,0
3430,3939,4030,0
3431,3616,1044,0
3432,3288,3353,0
3433,132,5918,0
3434,56,2949,0
3435,2759,2114,0
3436,1958,5803,0
3437,269,1163,0
3438,1382,3990,0
3439,1387,3747,0
3440,2799,971,0
3441,4242,4611,0
3442,5234,1508,0
3443,3465,6793,0
3444,5315,6793,0
3445,4231,5931,0
3446,6511,5831,0
3447,2334,93,0
3448,6714,6808,0
3449,2439,2924,0
3450,3726,1799,0
3451,7042,2106,0
3452,6186,6267,0
3453,4886,2175,0
3454,4219,5824,0
3455,3894,6533,0
3456,392,3504,0
3457,7043,6651,0
3458,2130,948,0
3459,6600,3173,0
3460,4015,3682,0
3461,855,1439,0
3462,6870,6368,0
3463,1601,2202,0
3464,2011,2524,0
3465,2035,6808,0
3466,4121,5934,0
3467,7104,5201,0
3468,214,466,0
3469,5749,383,0
3470,748,344,0
3471,5842,793,0
3472,6227,3031,0
3473,5541,6101,0
3474,6930,4242,0
3475,1198,112,0
3476,5523,5298,0
3477,2669,2967,0
3478,6335,1219,0
3479,1673,6131,0
3480,4957,4001,0
3481,6584,4858,0
3482,1335,7043,0
3483,6061,3868,0
3484,1370,3726,0
3485,1655,3819,0
3486,5214,1126,0
3487,2381,6186,0
3488,5824,3320,0
3489,345,1462,0
3490,3715,833,0
3491,5402,258,0
3492,2011,4621,0
3493,4315,3143,0
3494,6223,674,0
3495,4488,5591,0
3496,1327,1728,0
3497,428,2547,0
3498,6870,4709,0
3499,1126,3053,0
3500,3902,4337,0
3501,1376,2524,0
3502,6059,367,0
3503,5831,2928,0
3504,4137,6533,0
3505,2202,906,0
3506,5417,6383,0
3507,3263,1464,0
3508,6000,4861,0
3509,2509,3685,0
3510,3416,1984,0
3511,3053,6941,0
3512,5155,906,0
3513,4796,855,0
3514,966,5201,0
3515,2338,6199,0
3516,5554,3558,0
3517,133,2252,0
3518,490,4621,0
3519,2888,3822,0
3520,1519,948,0
3521,3504,3725,0
3522,899,638,0
3523,1542,506,0
3524,2052,6186,0
3525,6244,6091,0
3526,5210,6637,0
3527,4681,6448,0
3528,3436,3685,0
3529,638,5268,0
3530,2526,3668,0
3531,432,3026,0
3532,6882,3124,0
3533,3682,141,0
3534,4235,2524,0
3535,1380,1390,0
3536,739,718,0
3537,4124,3845,0
3538,1557,3065,0
3539,1535,2330,0
3540,4203,2252,0
3541,5120,5402,0
3542,5303,4659,0
3543,4370,5369,0
3544,5068,793,0
3545,2088,4371,0
3546,4030,5802,0
3547,6223,6101,0
3548,5851,1395,0
3549,5802,4868,0
3550,2257,5378,0
3551,4231,94,0
3552,16,5312,0
3553,1050,4710,0
3554,6035,1395,0
3555,4143,6465,0
3556,4196,779,0
3557,4090,5210,0
3558,5912,1924,0
3559,972,5523,0
3560,3765,1751,0
3561,2186,2104,0
3562,7034,1553,0
3563,4718,5149,0
3564,4001,3547,0
3565,5979,3902,0
3566,4732,7021,0
3567,4634,1923,0
3568,2316,4675,0
3569,4282,5730,0
3570,1226,7044,0
3571,258,7042,0
3572,3975,1645,0
3573,4816,2859,0
3574,5355,93,0
3575,2586,2252,0
3576,2163,1044,0
3577,2186,824,0
3578,3646,5842,0
3579,5789,6921,0
3580,4020,744,0
3581,345,7044,0
3582,6731,3120,0
3583,3706,1075,0
3584,1378,5987,0
3585,1804,4076,0
3586,4531,5007,0
3587,3353,6402,0
3588,4418,4219,0
3589,4408,6186,0
3590,6178,2769,0
3591,3407,6094,0
3592,4406,563,0
3593,3547,6600,0
3594,1427,2889,0
3595,5530,1131,0
3596,217,3436,0
3597,2635,4884,0
3598,5276,719,0
3599,3198,778,0
3600,1246,5571,0
3601,1728,6806,0
3602,6211,1290,0
3603,3725,366,0
3604,5628,2011,0
3605,4542,141,0
3606,6726,3726,0
3607,5155,792,0
3608,6135,1692,0
3609,1186,4630,0
3610,5825,4681,0
3611,1334,4826,0
3612,3990,2889,0
3613,1673,1390,0
3614,4876,5460,0
3615,6001,3378,0
3616,2759,3784,0
3617,1728,3492,0
3618,6082,3055,0
3619,4863,3740,0
3620,788,5034,0
3621,2614,5089,0
3622,3706,5210,0
3623,6590,1821,0
3624,26,1376,0
3625,6372,3392,0
3626,4732,5104,0
3627,3335,4253,0
3628,719,1519,0
3629,2130,5886,0
3630,3198,1351,0
3631,2378,2845,0
3632,2617,4235,0
3633,3323,2294,0
3634,1689,6961,0
3635,362,3728,0
3636,5214,6475,0
3637,4015,3450,0
3638,1402,5776,0
3639,5686,3869,0
3640,393,392,0
3641,5824,304,0
3642,5826,6115,0
3643,154,2019,0
3644,638,3248,0
3645,823,4841,0
3646,4124,2248,0
3647,6135,3342,0
3648,7057,4552,0
3649,710,1290,0
3650,6160,6211,0
3651,665,2781,0
3652,351,704,0
3653,1399,3458,0
3654,1163,2064,0
3655,3263,3462,0
3656,1075,948,0
3657,1474,4371,0
3658,2586,1508,0
3659,3378,6448,0
3660,2262,1472,0
3661,4542,6621,0
3662,3288,3946,0
3663,2202,2669,0
3664,6651,3042,0
3665,7023,3460,0
3666,2284,3021,0
3667,5979,2838,0
3668,2323,2590,0
3669,1161,4782,0
3670,5886,2026,0
3671,3396,4020,0
3672,2114,1912,0
3673,2019,529,0
3674,4949,4027,0
3675,5931,6372,0
3676,1751,3263,0
3677,4702,5315,0
3678,6244,1370,0
3679,863,4021,0
3680,2531,4718,0
3681,6019,1753,0
3682,3728,5950,0
3683,2019,4808,0
3684,5824,4027,0
3685,6676,3618,0
3686,674,4799,0
3687,5818,4600,0
3688,4612,4406,0
3689,6135,3894,0
3690,2838,2444,0
3691,5768,1930,0
3692,15,2381,0
3693,2600,2175,0
3694,3160,2225,0
3695,5234,5155,0
3696,4015,3653,0
3697,596,4597,0
3698,7022,1351,0
3699,2009,1044,0
3700,2348,1126,0
3701,1574,1433,0
3702,2114,3055,0
3703,1041,668,0
3704,2009,393,0
3705,4303,4341,0
3706,7015,4553,0
3707,5268,1598,0
3708,3912,4949,0
3709,2426,5979,0
3710,2873,4657,0
3711,6801,1977,0
3712,6465,5402,0
3713,258,2061,0
3714,120,344,0
3715,4488,4028,0
3716,4826,368,0
3717,4974,362,0
3718,5572,3263,0
3719,3747,570,0
3720,1753,4030,0
3721,6583,243,0
3722,3605,3773,0
3723,1106,6118,0
3724,2334,4439,0
3725,7027,2104,0
3726,2934,2294,0
3727,6368,6979,0
3728,3069,737,0
3729,6590,4076,0
3730,1650,778,0
3731,3378,6931,0
3732,6714,2451,0
3733,1044,4732,0
3734,638,52,0
3735,1427,3440,0
3736,3021,683,0
3737,2444,2623,0
3738,718,674,0
3739,1958,2439,0
3740,5138,3739,0
3741,5315,3268,0
3742,2928,2426,0
3743,5910,5485,0
3744,5494,4887,0
3745,6755,6115,0
3746,3621,56,0
3747,6115,5387,0
3748,5104,4484,0
3749,5979,1286,0
3750,1553,1226,0
3751,5197,6059,0
3752,2617,6882,0
3753,1380,6526,0
3754,4902,6108,0
3755,2934,173,0
3756,548,6448,0
3757,153,3784,0
3758,94,441,0
3759,1380,1219,0
3760,6019,4732,0
3761,5934,5191,0
3762,938,1002,0
3763,430,1948,0
3764,5831,6190,0
3765,2252,4020,0
3766,4658,6019,0
3767,5400,5509,0
3768,6108,4030,0
3769,3397,4030,0
3770,5387,3844,0
3771,6737,5210,0
3772,5466,3822,0
3773,1226,6783,0
3774,5686,2811,0
3775,5256,6059,0
3776,5784,2125,0
3777,4669,1674,0
3778,4191,6339,0
3779,1313,4249,0
3780,370,665,0
3781,2352,4150,0
3782,6118,1557,0
3783,526,351,0
3784,5131,665,0
3785,6779,2927,0
3786,6882,3715,0
3787,6115,2685,0
3788,3787,5921,0
3789,2811,1645,0
3790,2809,6526,0
3791,3124,5303,0
3792,6118,3504,0
3793,1488,4444,0
3794,2163,4367,0
3795,1290,176,0
3796,1766,3607,0
3797,4886,3297,0
3798,6059,865,0
3799,4863,2586,0
3800,6139,5624,0
3801,2362,5187,0
3802,3739,4968,0
3803,4782,4484,0
3804,1050,2064,0
3805,1766,4798,0
3806,4858,1773,0
3807,56,6465,0
3808,1085,778,0
3809,173,4700,0
3810,3939,5912,0
3811,4868,6372,0
3812,4847,3844,0
3813,2809,3616,0
3814,736,1472,0
3815,6480,2934,0
3816,5485,2352,0
3817,6404,6393,0
3818,1977,6221,0
3819,5439,3335,0
3820,6941,5981,0
3821,3651,3838,0
3822,6136,1804,0
3823,4027,2842,0
3824,6108,3991,0
3825,2316,5069,0
3826,366,4902,0
3827,3354,788,0
3828,6244,2049,0
3829,6190,6480,0
3830,173,6211,0
3831,5886,2838,0
3832,4242,683,0
3833,3256,5209,0
3834,1836,6267,0
3835,1495,6116,0
3836,490,5201,0
3837,1335,4317,0
3838,4021,195,0
3839,4841,5256,0
3840,1984,4249,0
3841,3715,2605,0
3842,2820,3371,0
3843,6961,4326,0
3844,2534,5675,0
3845,2428,7015,0
3846,1462,4028,0
3847,5131,6714,0
3848,2562,1655,0
3849,2403,351,0
3850,2011,5197,0
3851,974,4600,0
3852,6130,3618,0
3853,7080,1050,0
3854,7112,3495,0
3855,3378,446,0
3856,4016,1803,0
3857,275,1545,0
3858,4251,2403,0
3859,2175,2533,0
3860,1821,5965,0
3861,2838,1530,0
3862,6810,4979,0
3863,5283,466,0
3864,2526,3946,0
3865,3637,4444,0
3866,5149,4231,0
3867,824,3715,0
3868,3819,1335,0
3869,6526,6931,0
3870,1542,1126,0
3871,4235,5201,0
3872,6924,4341,0
3873,2125,5851,0
3874,4124,1334,0
3875,375,1752,0
3876,506,1059,0
3877,6555,6421,0
3878,370,3396,0
3879,6590,6533,0
3880,3401,2873,0
3881,5120,5803,0
3882,6448,3939,0
3883,737,2889,0
3884,1956,6181,0
3885,6101,4400,0
3886,3069,938,0
3887,3975,4595,0
3888,1674,6490,0
3889,6607,2362,0
3890,1193,919,0
3891,6094,1462,0
3892,5690,2403,0
3893,3688,132,0
3894,5466,2428,0
3895,2295,6676,0
3896,6310,668,0
3897,56,4886,0
3898,6135,3973,0
3899,3754,6689,0
3900,432,3706,0
3901,6753,4886,0
3902,6961,1930,0
3903,2484,2275,0
3904,6035,3688,0
3905,6033,475,0
3906,3219,344,0
3907,4886,7034,0
3908,573,1414,0
3909,3042,1458,0
3910,991,1335,0
3911,6802,4408,0
3912,1472,3379,0
3913,3504,2168,0
3914,6359,6651,0
3915,3553,3925,0
3916,6101,6094,0
3917,1751,736,0
3918,6210,2820,0
3919,5611,3485,0
3920,466,2799,0
3921,4870,2168,0
3922,2685,4203,0
3923,3184,2533,0
3924,4615,1075,0
3925,4808,2949,0
3926,4341,5482,0
3927,2186,2522,0
3928,4600,368,0
3929,2106,4065,0
3930,5451,5439,0
3931,6645,5912,0
3932,1110,2323,0
3933,7004,7112,0
3934,3864,2106,0
3935,4356,2019,0
3936,3416,5934,0
3937,6211,3031,0
3938,214,1186,0
3939,6526,5215,0
3940,3747,6787,0
3941,5918,3465,0
3942,3185,6482,0
3943,4314,2934,0
3944,3844,2114,0
3945,3397,704,0
3946,2586,6802,0
3947,3288,3345,0
3948,2348,7022,0
3949,2872,6182,0
3950,2352,4337,0
3951,7109,3184,0
3952,6491,1162,0
3953,1474,3607,0
3954,441,4868,0
3955,2248,4129,0
3956,4600,2378,0
3957,6810,6917,0
3958,4957,4863,0
3959,3388,6480,0
3960,2882,3804,0
3961,3160,4659,0
3962,6359,1335,0
3963,1883,6178,0
3964,4887,4150,0
3965,4314,1290,0
3966,2882,6783,0
3967,1869,2163,0
3968,3263,1106,0
3969,3185,4303,0
3970,2586,3637,0
3971,5283,5987,0
3972,4884,6327,0
3973,5766,5074,0
3974,1439,3591,0
3975,1735,6059,0
3976,2087,3726,0
3977,2202,1473,0
3978,1911,4137,0
3979,2799,3688,0
3980,4826,4597,0
3981,972,1654,0
3982,2997,1673,0
3983,5439,1165,0
3984,3132,4254,0
3985,5191,2524,0
3986,245,388,0
3987,1752,5234,0
3988,3754,4191,0
3989,7093,5792,0
3990,1519,5530,0
3991,3765,710,0
3992,180,1761,0
3993,4164,1753,0
3994,778,1488,0
3995,4657,6806,0
3996,739,195,0
3997,6343,3401,0
3998,5789,6321,0
3999,2987,2323,0
4000,5451,5945,0
4001,2104,1530,0
4002,1235,3653,0
4003,4326,2865,0
4004,6033,7080,0
4005,1334,2842,0
4006,366,1987,0
4007,1277,6181,0
4008,7027,5104,0
4009,7050,153,0
4010,2295,2052,0
4011,3969,3935,0
4012,2444,4001,0
4013,3285,1474,0
4014,3119,974,0
4015,5895,3591,0
4016,4612,2248,0
4017,5611,2304,0
4018,3637,6258,0
4019,4137,4201,0
4020,23,941,0
4021,3416,5120,0
4022,1471,1283,0
4023,6459,93,0
4024,5069,4826,0
4025,5569,974,0
4026,1226,7095,0
4027,5210,3616,0
4028,1464,3399,0
4029,6651,2262,0
4030,3845,4700,0
4031,3504,6415,0
4032,4721,3440,0
4033,5298,1755,0
4034,6931,6930,0
4035,1351,26,0
4036,5624,3664,0
4037,1618,1395,0
4038,2991,1165,0
4039,5591,5934,0
4040,3726,6555,0
4041,3991,5803,0
4042,4065,7072,0
4043,5913,2168,0
4044,4868,6223,0
4045,6091,2968,0
4046,1428,1085,0
4047,1655,2130,0
4048,4732,4533,0
4049,15,2526,0
4050,4143,243,0
4051,4155,4841,0
4052,6890,6870,0
4053,6787,3449,0
4054,2088,1399,0
4055,4886,4144,0
4056,744,2163,0
4057,6691,3495,0
4058,5675,2799,0
4059,4630,3605,0
4060,3397,6802,0
4061,6139,2799,0
4062,120,4682,0
4063,5466,441,0
4064,5068,2064,0
4065,2872,1120,0
4066,5876,4818,0
4067,5620,2345,0
4068,6465,5550,0
4069,6764,2872,0
4070,3396,4552,0
4071,6716,1488,0
4072,3335,972,0
4073,3297,466,0
4074,4979,304,0
4075,4524,3668,0
4076,4201,6584,0
4077,5628,6801,0
4078,5945,1433,0
4079,2484,6203,0
4080,3416,24,0
4081,1689,2592,0
4082,3335,6421,0
4083,4702,6737,0
4084,1433,6024,0
4085,4669,1407,0
4086,5911,6357,0
4087,132,2034,0
4088,1978,5034,0
4089,3389,2052,0
4090,375,1513,0
4091,3492,3688,0
4092,5095,24,0
4093,6135,788,0
4094,4028,4709,0
4095,258,1219,0
4096,343,4518,0
4097,4818,2225,0
4098,1327,1481,0
4099,4621,2064,0
4100,5155,1545,0
4101,3868,2362,0
4102,6930,2555,0
4103,6335,3740,0
4104,5417,6059,0
4105,1787,5571,0
4106,6651,7027,0
4107,2125,5648,0
4108,5210,2163,0
4109,1399,1110,0
4110,5378,1542,0
4111,3256,304,0
4112,3460,1867,0
4113,6130,6019,0
4114,778,7091,0
4115,5802,1574,0
4116,3773,132,0
4117,2323,7072,0
4118,4020,3618,0
4119,6136,3485,0
4120,6930,5408,0
4121,1059,3840,0
4122,5789,2466,0
4123,489,1089,0
4124,6421,1654,0
4125,573,4984,0
4126,6139,6436,0
4127,6116,383,0
4128,6986,4484,0
4129,5784,1257,0
4130,3120,5034,0
4131,2423,4582,0
4132,932,5895,0
4133,4876,3838,0
4134,6931,4841,0
4135,3401,2719,0
4136,1439,2295,0
4137,3838,3728,0
4138,469,351,0
4139,4065,1773,0
4140,6216,4700,0
4141,2526,3868,0
4142,5979,1165,0
4143,2873,153,0
4144,5818,4630,0
4145,4282,1198,0
4146,4427,2163,0
4147,2509,2617,0
4148,7091,5453,0
4149,1856,2125,0
4150,6584,1601,0
4151,1002,475,0
4152,6001,2848,0
4153,2781,3248,0
4154,7021,3638,0
4155,2186,3694,0
4156,7043,4137,0
4157,3838,4168,0
4158,4533,3124,0
4159,6917,3784,0
4160,2017,4721,0
4161,5556,205,0
